Hand_ID,Session_ID,Game_start,Game_duration,Hole_Card,Hand_Value,Winner,Pot,WinLoss,Leaderboard_points,Insurance
SG1927,1927,"January 09, 2022, 12:00:00 AM",20:05,2D/AC,A High,Carmen Pena,0.49,0.74,0.67,0.13
SG1928,1928,"March 08, 2022, 12:00:00 AM",13:00,KC/3D,A High,Sonya Montoya,0.15,0.3,0.25,0.91
SG1929,1929,"March 12, 2022, 12:00:00 AM",17:25,6C/2H,10 High,Troy Kirk,0.72,0.3,0.97,0.91
SG1930,1930,"July 07, 2021, 12:00:00 AM",03:10,7H/KC,Pair of 2s,Kristina Roberts,0.79,0.23,0.44,0.34
SG1931,1931,"April 07, 2022, 12:00:00 AM",15:00,2S/3C,Pair of 2s,Cory Rogers,0.71,0.36,0.94,0.25
SG1932,1932,"August 21, 2021, 12:00:00 AM",15:10,2D/4S,Pair of As,Kevin Thompson,0.2,0.65,0.67,0.7
SG1933,1933,"May 26, 2022, 12:00:00 AM",01:55,AS/9D,A High,Christy Madden,0.63,0.58,0.07,0.89
SG1934,1934,"December 31, 2021, 12:00:00 AM",02:10,KH/KC,8 High,Theresa Garcia,0.74,0.77,0.07,0.04
SG1935,1935,"December 14, 2021, 12:00:00 AM",08:45,10H/4D,Pair of As,Kelly Bishop,0.41,0.84,0.27,0.8
SG1936,1936,"October 19, 2021, 12:00:00 AM",15:15,7D/9S,10 High,Christina Wright,0.4,0.99,0.84,0.24
SG1937,1937,"February 28, 2022, 12:00:00 AM",18:20,KD/3C,Pair of As,Erika Stewart,0.09,0.11,0.34,0.92
SG1938,1938,"January 16, 2022, 12:00:00 AM",21:55,8H/6D,A High,Alexa Sullivan,0.34,0.73,0.31,0.08
SG1939,1939,"June 11, 2021, 12:00:00 AM",00:15,10C/8C,10 High,Jay Gaines,0.19,0.23,0.77,0.74
SG1940,1940,"December 03, 2021, 12:00:00 AM",23:55,7D/AS,Pair of As,Michael Winters,0.5,0.59,0.14,0.64
SG1941,1941,"January 30, 2022, 12:00:00 AM",02:15,5C/JS,Pair of As,James Larsen,0.68,0.56,0.36,0.58
SG1942,1942,"April 08, 2022, 12:00:00 AM",10:45,10C/KC,8 High,Paul Brown,0.73,0.74,0.1,0.09
SG1943,1943,"December 13, 2021, 12:00:00 AM",17:15,9H/JD,Pair of 2s,Mrs. Shelley Hall MD,0.76,0.06,0.22,0.85
SG1944,1944,"February 21, 2022, 12:00:00 AM",04:35,10D/JS,Pair of As,Henry Bartlett,0.11,0.97,0.98,0.48
SG1945,1945,"October 02, 2021, 12:00:00 AM",11:10,9H/JC,A High,Jason Lewis,0.15,0.43,0.15,0.68
SG1946,1946,"April 26, 2022, 12:00:00 AM",13:50,6S/10D,Pair of As,Bryan Hutchinson,0.07,0.6,0.46,0.09
SG1947,1947,"November 11, 2021, 12:00:00 AM",21:40,10H/5C,A High,Madison Brown,0.63,0.96,0.26,0.95
SG1948,1948,"November 16, 2021, 12:00:00 AM",13:45,QH/3S,Pair of As,Johnathan Alvarez,0.08,0.89,0.66,0.56
SG1949,1949,"October 14, 2021, 12:00:00 AM",11:55,QD/KD,A High,Matthew Smith,0.14,0.07,0.09,0.37
SG1950,1950,"April 09, 2022, 12:00:00 AM",00:55,AD/5D,10 High,Patricia Powell,0.0,0.22,0.41,0.98
SG1951,1951,"November 17, 2021, 12:00:00 AM",19:20,6D/4D,A High,Russell Cruz,0.9,0.33,0.48,0.57
SG1952,1952,"May 05, 2022, 12:00:00 AM",06:45,QD/2C,Pair of As,Michelle Mccann,0.63,0.29,0.27,0.88
SG1953,1953,"October 15, 2021, 12:00:00 AM",01:20,9D/8C,Pair of 2s,Jeremy Gray,0.76,0.79,0.25,0.48
SG1954,1954,"August 28, 2021, 12:00:00 AM",23:30,2D/7C,10 High,Kiara Fisher,0.7,0.37,0.72,0.56
SG1955,1955,"April 05, 2022, 12:00:00 AM",15:05,8S/4H,A High,Paige Coleman,0.06,0.18,0.63,0.43
SG1956,1956,"August 06, 2021, 12:00:00 AM",22:40,5S/9C,Pair of As,Marcus Lane,0.64,0.63,0.9,0.3
SG1957,1957,"May 19, 2022, 12:00:00 AM",04:50,3C/KD,A High,Amanda Lee,0.11,0.44,0.62,0.58
SG1958,1958,"November 10, 2021, 12:00:00 AM",09:10,8S/8C,Pair of 2s,Rodney Collins,0.76,0.08,0.6,0.06
SG1959,1959,"June 15, 2021, 12:00:00 AM",02:05,QC/JC,8 High,Richard Flores,0.63,0.09,0.14,0.02
SG1960,1960,"June 01, 2022, 12:00:00 AM",04:45,2D/9C,Pair of As,Jennifer Mooney,0.32,0.72,0.23,0.85
SG1961,1961,"March 03, 2022, 12:00:00 AM",17:50,AS/3D,8 High,Rebecca Bishop,0.7,0.99,0.12,0.8
SG1962,1962,"September 20, 2021, 12:00:00 AM",06:30,QS/9H,10 High,Keith Brown,0.39,0.69,0.93,0.75
SG1963,1963,"January 17, 2022, 12:00:00 AM",03:00,QC/5H,8 High,Nathan Jones,0.48,0.44,0.52,0.85
SG1964,1964,"November 10, 2021, 12:00:00 AM",09:25,2C/9D,10 High,Keith Smith,0.13,0.21,0.93,0.37
SG1965,1965,"June 25, 2021, 12:00:00 AM",18:40,9H/10D,A High,Heather Johnson,0.27,0.26,0.48,0.53
SG1966,1966,"September 06, 2021, 12:00:00 AM",03:25,KS/7H,8 High,Dustin Donaldson,0.24,0.55,0.33,0.27
SG1967,1967,"June 16, 2021, 12:00:00 AM",16:35,2S/QD,Pair of As,Susan Allen,0.17,0.05,0.09,0.58
SG1968,1968,"March 19, 2022, 12:00:00 AM",21:20,4C/6S,Pair of 2s,Jacob Jacobs,0.94,0.05,0.01,0.81
SG1969,1969,"February 26, 2022, 12:00:00 AM",17:30,9C/5D,A High,Joshua Richmond,0.06,0.65,0.6,0.72
SG1970,1970,"September 13, 2021, 12:00:00 AM",02:25,9S/6D,Pair of 2s,Elizabeth Gregory,0.47,0.85,0.61,0.34
SG1971,1971,"September 07, 2021, 12:00:00 AM",23:30,9S/4S,Pair of 2s,Nancy Webb,0.71,0.31,0.38,0.89
SG1972,1972,"February 24, 2022, 12:00:00 AM",01:30,7C/9D,8 High,Patty Manning,0.35,0.76,0.53,0.29
SG1973,1973,"August 24, 2021, 12:00:00 AM",15:35,6C/5C,A High,Jessica Boyd,0.55,0.21,0.8,0.93
SG1974,1974,"July 01, 2021, 12:00:00 AM",07:15,3S/10S,10 High,Jamie Robles,0.22,0.69,0.42,0.93
SG1975,1975,"January 13, 2022, 12:00:00 AM",00:25,9H/6S,10 High,Pamela Patterson,0.27,0.84,0.14,0.03
SG1976,1976,"February 15, 2022, 12:00:00 AM",19:10,6H/10C,10 High,Tonya Hoffman,0.14,0.81,0.03,0.4
SG1977,1977,"July 30, 2021, 12:00:00 AM",21:45,6H/4H,Pair of As,Bryan Shelton,0.45,0.04,0.89,0.02
SG1978,1978,"January 26, 2022, 12:00:00 AM",03:50,6C/7S,Pair of As,Cheryl Woodward,0.25,0.32,0.28,0.96
SG1979,1979,"May 28, 2022, 12:00:00 AM",03:15,10S/8H,8 High,Steven Reeves,0.64,0.7,0.55,0.04
SG1980,1980,"May 02, 2022, 12:00:00 AM",11:35,7H/2S,10 High,Joseph Byrd,0.24,0.18,0.45,0.08
SG1981,1981,"October 13, 2021, 12:00:00 AM",02:40,JD/JH,A High,Devin Green II,0.39,0.95,0.08,0.07
SG1982,1982,"January 24, 2022, 12:00:00 AM",16:35,6H/JD,8 High,Mathew Maddox,0.01,0.74,0.75,0.53
SG1983,1983,"March 20, 2022, 12:00:00 AM",05:40,KS/3S,Pair of 2s,Thomas Wright,0.33,0.35,0.66,0.95
SG1984,1984,"January 14, 2022, 12:00:00 AM",06:20,9H/QD,A High,Zachary Miller,0.2,0.18,0.26,0.49
SG1985,1985,"February 07, 2022, 12:00:00 AM",19:05,KD/5D,Pair of 2s,Shelly Murphy,0.77,0.78,0.85,0.35
SG1986,1986,"May 30, 2022, 12:00:00 AM",03:25,KC/4S,Pair of 2s,David Glover,0.26,0.98,0.66,0.99
SG1987,1987,"May 17, 2022, 12:00:00 AM",15:30,AD/3H,Pair of 2s,Kelly Marsh,0.56,0.88,0.83,0.34
SG1988,1988,"February 12, 2022, 12:00:00 AM",08:55,2D/QC,Pair of 2s,April Larson,0.08,0.7,0.63,0.92
SG1989,1989,"July 13, 2021, 12:00:00 AM",03:45,7H/QC,8 High,Paul Smith,0.89,0.12,0.09,0.68
SG1990,1990,"October 28, 2021, 12:00:00 AM",13:10,2S/KH,8 High,Sarah Waters,0.89,0.07,0.92,0.12
SG1991,1991,"April 01, 2022, 12:00:00 AM",07:00,7S/8H,8 High,Ronald Lopez,0.89,0.42,0.14,0.05
SG1992,1992,"October 16, 2021, 12:00:00 AM",13:55,4H/8H,A High,Katherine Ford,0.52,0.48,0.94,0.3
SG1993,1993,"February 24, 2022, 12:00:00 AM",08:10,5H/2C,Pair of As,Tracy Koch,0.24,0.52,0.47,0.08
SG1994,1994,"August 31, 2021, 12:00:00 AM",10:20,QH/AD,8 High,Jose Dixon,0.37,0.26,0.19,0.19
SG1995,1995,"July 09, 2021, 12:00:00 AM",21:35,3C/6D,Pair of 2s,Dylan Bonilla,0.56,0.7,0.91,0.81
SG1996,1996,"October 20, 2021, 12:00:00 AM",20:15,8S/2D,8 High,Zachary Gilmore,0.85,0.69,0.06,0.29
SG1997,1997,"March 04, 2022, 12:00:00 AM",15:50,KH/8C,8 High,Kayla Wright,0.34,0.29,0.93,0.95
SG1998,1998,"August 24, 2021, 12:00:00 AM",02:00,9S/10S,8 High,James Sanders,0.06,0.08,0.87,0.61
SG1999,1999,"June 13, 2021, 12:00:00 AM",00:25,10D/AH,A High,Tiffany Morgan,0.92,0.87,0.11,0.64
SG2000,2000,"March 18, 2022, 12:00:00 AM",19:50,AH/QC,10 High,Teresa Woodward,0.85,0.04,0.83,0.38
SG2001,2001,"December 25, 2021, 12:00:00 AM",00:50,AH/7H,A High,Benjamin Hines,0.97,0.3,0.56,0.02
SG2002,2002,"August 18, 2021, 12:00:00 AM",22:50,7C/5S,Pair of As,Molly Brown,0.62,0.39,0.48,0.57
SG2003,2003,"November 16, 2021, 12:00:00 AM",10:45,10H/7S,10 High,Denise Johnson,0.86,0.09,0.38,0.86
SG2004,2004,"June 09, 2021, 12:00:00 AM",20:05,KH/QC,A High,Erik Perry,0.97,0.68,0.51,0.9
SG2005,2005,"September 14, 2021, 12:00:00 AM",05:55,7D/6H,Pair of As,Randy Smith,0.27,0.72,0.21,0.73
SG2006,2006,"September 10, 2021, 12:00:00 AM",06:30,5S/KC,10 High,Ryan Rich,0.24,0.37,0.09,0.07
SG2007,2007,"August 26, 2021, 12:00:00 AM",10:40,3H/5D,Pair of 2s,Joseph Bowers,0.05,0.6,0.23,0.07
SG2008,2008,"June 03, 2021, 12:00:00 AM",18:30,7S/JS,8 High,Jennifer Jennings,0.87,0.76,0.26,0.31
SG2009,2009,"February 06, 2022, 12:00:00 AM",05:25,JH/9H,Pair of 2s,Hannah Best,0.51,0.65,0.86,0.54
SG2010,2010,"May 17, 2022, 12:00:00 AM",15:20,7C/AC,8 High,Jill Reid,0.41,0.85,0.55,0.52
SG2011,2011,"November 06, 2021, 12:00:00 AM",04:25,JC/8H,Pair of As,Matthew Lopez,0.98,0.58,0.79,0.46
SG2012,2012,"December 25, 2021, 12:00:00 AM",19:35,AD/2S,Pair of 2s,Kenneth Page,0.67,0.09,0.51,0.69
SG2013,2013,"November 19, 2021, 12:00:00 AM",16:10,QD/3H,Pair of As,David Lambert,0.03,0.74,0.3,0.91
SG2014,2014,"May 11, 2022, 12:00:00 AM",03:50,KD/2H,8 High,Tony Boyle,0.57,0.39,0.99,0.71
SG2015,2015,"May 03, 2022, 12:00:00 AM",07:40,QC/QD,8 High,Tina Silva,0.23,0.92,0.93,0.07
SG2016,2016,"September 26, 2021, 12:00:00 AM",14:55,4C/4S,10 High,Lindsay Matthews,0.92,0.14,0.97,0.35
SG2017,2017,"August 28, 2021, 12:00:00 AM",22:25,2C/AS,Pair of 2s,Michael Paul,0.34,0.69,0.51,0.64
SG2018,2018,"September 02, 2021, 12:00:00 AM",13:35,10D/5C,A High,Carmen Ward,0.62,0.91,0.51,0.18
SG2019,2019,"January 03, 2022, 12:00:00 AM",10:45,KH/7S,8 High,Jessica Turner,0.39,0.19,0.95,0.93
SG2020,2020,"August 18, 2021, 12:00:00 AM",16:40,AD/9S,Pair of As,Miranda Robinson,0.71,0.4,0.86,0.58
SG2021,2021,"August 17, 2021, 12:00:00 AM",03:15,8D/10C,A High,Curtis Velasquez,0.08,0.72,0.12,0.75
SG2022,2022,"February 06, 2022, 12:00:00 AM",21:15,AS/3H,Pair of As,Colton Shaffer,0.62,0.81,0.04,0.66
SG2023,2023,"July 26, 2021, 12:00:00 AM",02:25,3C/9S,8 High,Amanda Martinez,0.78,0.89,0.45,0.6
SG2024,2024,"January 07, 2022, 12:00:00 AM",00:25,9H/3C,Pair of 2s,Lisa Hughes,0.15,0.72,0.71,0.45
SG2025,2025,"April 23, 2022, 12:00:00 AM",13:15,7C/JH,10 High,Brittany Murphy,0.28,0.03,0.28,0.75
SG2026,2026,"February 17, 2022, 12:00:00 AM",13:00,JS/JC,A High,John Porter,0.95,0.7,0.66,0.58
SG2027,2027,"January 10, 2022, 12:00:00 AM",01:00,6C/4H,10 High,Michelle Wagner,0.98,0.71,0.53,0.69
SG2028,2028,"November 21, 2021, 12:00:00 AM",06:00,7C/KC,Pair of As,Amy Rice,0.36,0.09,0.48,0.65
SG2029,2029,"January 10, 2022, 12:00:00 AM",05:55,8D/4H,10 High,Maria Black,0.32,0.14,0.08,0.06
SG2030,2030,"October 09, 2021, 12:00:00 AM",04:10,3C/KC,Pair of 2s,James Flores,1.0,0.26,0.4,0.31
SG2031,2031,"September 17, 2021, 12:00:00 AM",05:30,8H/3C,8 High,Jaime Green,1.0,0.13,0.2,0.56
SG2032,2032,"January 07, 2022, 12:00:00 AM",19:30,QS/6H,A High,Donna Rogers,0.67,0.41,0.39,0.79
SG2033,2033,"April 13, 2022, 12:00:00 AM",15:50,5H/6D,Pair of As,Jackson Everett,0.54,0.12,0.59,0.36
SG2034,2034,"November 15, 2021, 12:00:00 AM",23:20,5H/2C,8 High,Felicia Bell MD,0.21,0.4,0.4,0.66
SG2035,2035,"August 03, 2021, 12:00:00 AM",05:50,3S/4S,Pair of As,Daniel Martinez,0.6,0.8,1.0,0.15
SG2036,2036,"July 22, 2021, 12:00:00 AM",08:40,KC/6S,10 High,Lynn Hooper,0.91,0.36,0.33,0.98
SG2037,2037,"May 02, 2022, 12:00:00 AM",06:15,9C/2H,Pair of As,Scott Obrien,0.06,0.9,0.64,0.38
SG2038,2038,"July 28, 2021, 12:00:00 AM",12:35,8D/3H,8 High,Angela Smith,0.9,0.57,0.17,0.02
SG2039,2039,"June 02, 2022, 12:00:00 AM",11:15,3S/2S,10 High,Steve Smith,0.22,0.62,0.99,0.23
SG2040,2040,"July 27, 2021, 12:00:00 AM",23:25,JS/7S,Pair of As,Pamela Jones,0.82,0.04,0.68,0.44
SG2041,2041,"October 07, 2021, 12:00:00 AM",01:00,7H/JH,10 High,Marie Carlson,0.55,0.46,0.92,0.88
SG2042,2042,"February 11, 2022, 12:00:00 AM",09:20,JC/9S,A High,Shelly Fisher,0.64,0.5,0.25,0.69
SG2043,2043,"January 30, 2022, 12:00:00 AM",06:35,QS/QH,8 High,Keith Jones,0.52,0.95,0.41,0.18
SG2044,2044,"April 10, 2022, 12:00:00 AM",08:35,3H/3S,8 High,Michael Sloan,0.37,0.73,0.39,0.2
SG2045,2045,"June 20, 2021, 12:00:00 AM",23:20,8H/AD,8 High,Melissa White,0.13,0.57,0.77,0.37
SG2046,2046,"April 17, 2022, 12:00:00 AM",07:15,4C/2S,8 High,Kendra Williams,0.63,0.44,0.55,0.94
SG2047,2047,"December 07, 2021, 12:00:00 AM",15:45,9C/4D,10 High,Michael Brennan,0.65,0.58,0.26,0.38
SG2048,2048,"January 25, 2022, 12:00:00 AM",15:55,QC/7S,Pair of As,Russell Singleton,0.01,0.65,0.69,0.77
SG2049,2049,"January 26, 2022, 12:00:00 AM",19:20,7C/7D,Pair of As,Nicholas Williams DDS,0.02,0.89,0.76,0.8
SG2050,2050,"February 14, 2022, 12:00:00 AM",00:55,QC/9C,10 High,Kimberly Kennedy,0.63,0.72,0.56,0.2
SG2051,2051,"January 09, 2022, 12:00:00 AM",23:45,10H/AC,8 High,Madison Burton,0.01,0.29,0.77,0.38
SG2052,2052,"July 07, 2021, 12:00:00 AM",21:30,9D/2H,Pair of As,Patricia Fisher,0.3,0.85,0.23,0.58
SG2053,2053,"May 22, 2022, 12:00:00 AM",14:15,AH/4D,10 High,Anthony West,0.79,0.74,0.21,0.31
SG2054,2054,"May 18, 2022, 12:00:00 AM",00:55,QD/AH,A High,Robin Ruiz,0.38,0.22,0.26,0.93
SG2055,2055,"September 06, 2021, 12:00:00 AM",08:50,5C/9D,10 High,Dennis Davis,0.36,0.47,0.78,0.82
SG2056,2056,"November 04, 2021, 12:00:00 AM",03:15,5C/2H,A High,Mr. Justin Graham,0.11,0.55,0.37,0.18
SG2057,2057,"August 25, 2021, 12:00:00 AM",14:25,QD/6D,8 High,Crystal Levy,0.54,0.49,0.81,0.69
SG2058,2058,"February 04, 2022, 12:00:00 AM",03:20,AH/10D,Pair of 2s,Trevor Turner,0.18,0.26,0.28,0.18
SG2059,2059,"July 16, 2021, 12:00:00 AM",08:30,9D/7C,Pair of 2s,Kimberly Henry,0.27,0.64,0.56,0.11
SG2060,2060,"June 11, 2021, 12:00:00 AM",22:40,8D/7S,A High,Samuel Pitts,0.98,0.85,0.15,0.64
SG2061,2061,"October 03, 2021, 12:00:00 AM",13:45,QS/JS,A High,Jesus Jackson,0.39,0.66,0.22,0.29
SG2062,2062,"January 03, 2022, 12:00:00 AM",05:50,6H/2H,8 High,Dawn Rivera,0.97,0.07,0.0,0.79
SG2063,2063,"July 09, 2021, 12:00:00 AM",00:45,6S/3S,8 High,Michelle Watson,0.48,0.23,0.94,0.05
SG2064,2064,"August 13, 2021, 12:00:00 AM",14:05,6C/9C,Pair of 2s,Nicole White,0.84,0.05,0.33,0.88
SG2065,2065,"November 12, 2021, 12:00:00 AM",16:00,9S/8D,10 High,Todd Gallegos,0.98,0.89,0.96,0.54
SG2066,2066,"June 01, 2022, 12:00:00 AM",07:45,AS/9H,A High,Jill Bennett,0.18,0.19,0.88,0.36
SG2067,2067,"December 02, 2021, 12:00:00 AM",11:45,8S/KC,Pair of 2s,Austin Jones,0.44,0.8,0.92,0.97
SG2068,2068,"July 27, 2021, 12:00:00 AM",00:00,9C/KH,Pair of 2s,Christopher Guerrero,0.58,0.44,0.2,0.52
SG2069,2069,"July 16, 2021, 12:00:00 AM",10:50,JH/2D,10 High,Adam Graham,0.44,0.37,0.04,0.19
SG2070,2070,"April 28, 2022, 12:00:00 AM",19:25,JC/2D,Pair of 2s,Lisa Martinez,0.6,0.49,0.06,0.68
SG2071,2071,"February 16, 2022, 12:00:00 AM",23:20,7D/3S,10 High,Kristi Ryan,0.37,0.92,0.31,0.04
SG2072,2072,"July 23, 2021, 12:00:00 AM",11:10,9C/KC,A High,Matthew Ramos,0.77,0.63,0.23,0.38
SG2073,2073,"April 08, 2022, 12:00:00 AM",02:40,8C/9H,A High,Kevin Brown,0.25,0.39,0.01,0.61
SG2074,2074,"June 28, 2021, 12:00:00 AM",19:15,QS/3H,8 High,Keith Adams,0.49,0.41,0.49,0.79
SG2075,2075,"May 08, 2022, 12:00:00 AM",17:25,3S/5H,Pair of 2s,Brian Cooley,0.71,0.52,0.97,0.42
SG2076,2076,"August 01, 2021, 12:00:00 AM",00:15,KS/8C,8 High,Willie Spencer,0.17,0.49,0.92,0.88
SG2077,2077,"December 02, 2021, 12:00:00 AM",13:45,AD/4S,A High,Felicia Jones,0.65,0.09,0.23,0.57
SG2078,2078,"April 18, 2022, 12:00:00 AM",13:40,3D/3D,8 High,Lindsey Fields,0.62,0.93,0.6,0.26
SG2079,2079,"June 03, 2022, 12:00:00 AM",20:50,AC/3S,Pair of 2s,Alicia Roy,0.7,0.9,0.84,0.2
SG2080,2080,"February 08, 2022, 12:00:00 AM",12:10,3H/7C,Pair of 2s,Melanie Mathews,0.89,0.06,0.53,0.3
SG2081,2081,"November 21, 2021, 12:00:00 AM",06:20,3H/9H,Pair of 2s,Allison Carney,0.02,0.46,0.46,0.33
SG2082,2082,"November 04, 2021, 12:00:00 AM",14:50,JS/4C,A High,Shannon Hunt,0.88,0.89,0.61,0.31
SG2083,2083,"October 20, 2021, 12:00:00 AM",14:20,8H/3H,A High,Cynthia Wright,0.19,0.85,0.94,0.37
SG2084,2084,"October 11, 2021, 12:00:00 AM",15:40,2H/7S,A High,Alyssa Johnson,0.72,0.03,0.87,0.91
SG2085,2085,"July 24, 2021, 12:00:00 AM",11:15,3D/9D,8 High,Margaret Hughes,0.96,0.73,0.2,0.79
SG2086,2086,"January 22, 2022, 12:00:00 AM",15:35,KD/KC,Pair of As,John Hicks,0.92,0.06,0.67,1.0
SG2087,2087,"April 09, 2022, 12:00:00 AM",19:35,4C/7H,A High,Cynthia Henry,0.64,0.3,0.73,0.35
SG2088,2088,"April 26, 2022, 12:00:00 AM",04:20,4S/6S,10 High,Kristina Lamb,0.67,0.45,0.91,0.2
SG2089,2089,"July 14, 2021, 12:00:00 AM",05:30,2S/QD,Pair of 2s,Kayla Reed,0.13,0.11,0.22,0.57
SG2090,2090,"June 09, 2021, 12:00:00 AM",19:20,QS/7H,10 High,Daniel Johnson,0.15,0.45,0.34,0.12
SG2091,2091,"September 30, 2021, 12:00:00 AM",21:05,8D/10H,8 High,Gary Harmon,0.04,0.07,0.62,0.92
SG2092,2092,"October 22, 2021, 12:00:00 AM",15:00,2C/KD,A High,David Lin,0.95,0.47,0.2,0.27
SG2093,2093,"May 15, 2022, 12:00:00 AM",21:10,5D/7S,Pair of As,Joshua Bowman,0.98,0.66,0.99,0.61
SG2094,2094,"August 03, 2021, 12:00:00 AM",23:35,JD/3D,Pair of As,Mr. Kenneth Smith,0.91,0.47,0.06,0.47
SG2095,2095,"July 14, 2021, 12:00:00 AM",10:50,3C/QH,Pair of 2s,Joshua Zuniga,0.3,0.22,0.02,0.14
SG2096,2096,"November 03, 2021, 12:00:00 AM",17:00,2D/5H,8 High,Laura Patterson,0.51,0.13,0.4,0.33
SG2097,2097,"April 18, 2022, 12:00:00 AM",20:50,5S/10C,8 High,Carrie Gonzalez,0.64,0.76,0.5,0.15
SG2098,2098,"July 28, 2021, 12:00:00 AM",16:20,AC/3C,Pair of As,James Callahan,0.38,0.87,0.77,0.34
SG2099,2099,"September 02, 2021, 12:00:00 AM",13:40,8H/9D,Pair of 2s,Monica Cardenas,0.89,0.44,0.38,0.07
SG2100,2100,"November 04, 2021, 12:00:00 AM",08:30,9S/6C,Pair of As,Shane Alvarez,0.25,0.28,0.76,0.17
SG2101,2101,"January 03, 2022, 12:00:00 AM",13:10,QD/6C,Pair of 2s,Kristen Williams,0.27,0.77,0.97,0.2
SG2102,2102,"April 28, 2022, 12:00:00 AM",17:55,4D/8S,8 High,Mr. Bobby Chandler PhD,0.84,0.24,0.7,0.06
SG2103,2103,"October 28, 2021, 12:00:00 AM",17:50,JH/JD,8 High,Michael Salinas,0.56,0.83,0.59,0.85
SG2104,2104,"October 11, 2021, 12:00:00 AM",19:40,4D/10H,10 High,Jesse Kent,0.37,0.06,0.48,0.82
SG2105,2105,"November 15, 2021, 12:00:00 AM",13:50,3D/7C,Pair of As,Sarah Flores,0.5,0.81,0.59,0.21
SG2106,2106,"October 21, 2021, 12:00:00 AM",10:35,2S/AD,A High,Anthony Foster,0.75,0.49,0.85,0.66
SG2107,2107,"March 08, 2022, 12:00:00 AM",13:25,4C/2H,8 High,Tricia Mitchell,0.97,0.99,0.68,0.59
SG2108,2108,"September 22, 2021, 12:00:00 AM",18:40,4H/2C,10 High,Karen Banks,0.41,0.81,0.43,0.55
SG2109,2109,"September 04, 2021, 12:00:00 AM",11:35,KD/KH,Pair of 2s,Darren Duncan,0.01,0.48,0.75,0.01
SG2110,2110,"July 10, 2021, 12:00:00 AM",17:15,QS/4S,8 High,Katherine Hall,0.47,0.34,0.62,0.21
SG2111,2111,"September 02, 2021, 12:00:00 AM",14:35,9D/10C,Pair of 2s,William Strickland,0.05,0.04,0.06,0.92
SG2112,2112,"February 03, 2022, 12:00:00 AM",07:10,4D/QC,Pair of 2s,Edward Cline,0.6,0.86,0.27,0.59
SG2113,2113,"June 30, 2021, 12:00:00 AM",10:00,2H/8D,Pair of 2s,Francisco Walker,0.47,0.31,0.39,0.67
SG2114,2114,"November 03, 2021, 12:00:00 AM",11:05,3D/KC,A High,Bobby Reed,0.79,0.06,0.06,0.92
SG2115,2115,"May 10, 2022, 12:00:00 AM",14:00,8C/5D,8 High,Nicholas Walker,0.01,0.82,0.79,0.86
SG2116,2116,"January 29, 2022, 12:00:00 AM",00:10,KH/JH,8 High,Christina Richardson,0.55,0.2,0.87,0.57
SG2117,2117,"November 25, 2021, 12:00:00 AM",13:30,6D/4H,8 High,Nicole Smith,0.55,0.16,0.01,0.79
SG2118,2118,"November 12, 2021, 12:00:00 AM",16:15,AD/2S,A High,Kathy Bradley,0.42,0.78,0.05,0.58
SG2119,2119,"February 01, 2022, 12:00:00 AM",08:20,3C/9S,8 High,Kathleen Orozco,0.21,0.74,0.1,0.55
SG2120,2120,"March 01, 2022, 12:00:00 AM",20:45,AS/8D,10 High,John Washington,0.68,0.69,0.02,0.9
SG2121,2121,"January 03, 2022, 12:00:00 AM",23:05,7D/KD,Pair of 2s,Keith Newton,0.76,0.86,0.36,0.55
SG2122,2122,"August 28, 2021, 12:00:00 AM",22:30,10D/3H,10 High,Morgan Lin,0.95,0.63,0.04,0.35
SG2123,2123,"August 06, 2021, 12:00:00 AM",17:05,2S/6S,10 High,Jeffrey Huerta,0.24,0.05,0.88,0.21
SG2124,2124,"November 28, 2021, 12:00:00 AM",19:40,9C/8H,8 High,Sarah Rogers,0.56,0.0,0.35,0.18
SG2125,2125,"September 25, 2021, 12:00:00 AM",04:10,KH/QD,A High,Ashley Johnson,0.7,0.84,0.88,0.46
SG2126,2126,"January 26, 2022, 12:00:00 AM",19:45,2C/JD,8 High,Scott Mcconnell,0.9,0.4,0.71,0.46
SG2127,2127,"June 15, 2021, 12:00:00 AM",07:10,7H/KC,Pair of As,Terri Smith,0.57,0.46,0.12,0.5
SG2128,2128,"April 19, 2022, 12:00:00 AM",16:55,6S/5D,A High,Mrs. Crystal Ibarra,0.97,0.09,0.87,0.04
SG2129,2129,"November 21, 2021, 12:00:00 AM",00:40,7C/10H,Pair of 2s,Mary Ward MD,0.72,0.23,0.53,0.46
SG2130,2130,"November 30, 2021, 12:00:00 AM",12:55,9S/3S,Pair of As,Megan Dixon,0.03,0.05,0.19,0.45
SG2131,2131,"December 10, 2021, 12:00:00 AM",09:55,JH/9C,Pair of 2s,Charles Miller,0.24,0.9,0.48,0.85
SG2132,2132,"January 26, 2022, 12:00:00 AM",03:45,QH/9C,10 High,Kim Smith,0.11,0.31,0.32,0.36
SG2133,2133,"February 13, 2022, 12:00:00 AM",09:25,10D/8S,8 High,Adam Carroll,0.33,0.8,0.79,0.2
SG2134,2134,"May 08, 2022, 12:00:00 AM",09:15,3S/4H,10 High,Leslie Rodriguez,0.09,0.32,0.05,0.73
SG2135,2135,"October 31, 2021, 12:00:00 AM",03:50,5H/10C,Pair of 2s,William Collier,0.76,0.65,0.36,0.91
SG2136,2136,"February 10, 2022, 12:00:00 AM",03:25,10C/4D,A High,Veronica Rodriguez,0.45,0.83,0.1,0.24
